channel_name,message_id,image_path,detected_class,confidence_score,image_category
lobelia4cosmetics,26599,data\raw\images\lobelia4cosmetics\26599.jpg,bottle,0.3385,product_display
lobelia4cosmetics,26599,data\raw\images\lobelia4cosmetics\26599.jpg,bottle,0.326,product_display
lobelia4cosmetics,26599,data\raw\images\lobelia4cosmetics\26599.jpg,bottle,0.3152,product_display
lobelia4cosmetics,26599,data\raw\images\lobelia4cosmetics\26599.jpg,bottle,0.3124,product_display
lobelia4cosmetics,26599,data\raw\images\lobelia4cosmetics\26599.jpg,bottle,0.2993,product_display
lobelia4cosmetics,26599,data\raw\images\lobelia4cosmetics\26599.jpg,bottle,0.2902,product_display
lobelia4cosmetics,26600,data\raw\images\lobelia4cosmetics\26600.jpg,person,0.3117,lifestyle
lobelia4cosmetics,26601,data\raw\images\lobelia4cosmetics\26601.jpg,bottle,0.4263,product_display
lobelia4cosmetics,26602,data\raw\images\lobelia4cosmetics\26602.jpg,none,0.0,other
lobelia4cosmetics,26603,data\raw\images\lobelia4cosmetics\26603.jpg,none,0.0,other
lobelia4cosmetics,26604,data\raw\images\lobelia4cosmetics\26604.jpg,bottle,0.2725,product_display
lobelia4cosmetics,26605,data\raw\images\lobelia4cosmetics\26605.jpg,none,0.0,other
lobelia4cosmetics,26606,data\raw\images\lobelia4cosmetics\26606.jpg,bottle,0.6768,product_display
lobelia4cosmetics,26607,data\raw\images\lobelia4cosmetics\26607.jpg,bottle,0.7881,product_display
lobelia4cosmetics,26607,data\raw\images\lobelia4cosmetics\26607.jpg,bottle,0.5554,product_display
lobelia4cosmetics,26607,data\raw\images\lobelia4cosmetics\26607.jpg,bottle,0.3785,product_display
lobelia4cosmetics,26607,data\raw\images\lobelia4cosmetics\26607.jpg,bottle,0.3652,product_display
lobelia4cosmetics,26607,data\raw\images\lobelia4cosmetics\26607.jpg,bottle,0.3564,product_display
lobelia4cosmetics,26607,data\raw\images\lobelia4cosmetics\26607.jpg,bottle,0.3383,product_display
lobelia4cosmetics,26607,data\raw\images\lobelia4cosmetics\26607.jpg,bottle,0.3041,product_display
lobelia4cosmetics,26607,data\raw\images\lobelia4cosmetics\26607.jpg,bottle,0.2988,product_display
lobelia4cosmetics,26608,data\raw\images\lobelia4cosmetics\26608.jpg,none,0.0,other
lobelia4cosmetics,26609,data\raw\images\lobelia4cosmetics\26609.jpg,none,0.0,other
lobelia4cosmetics,26610,data\raw\images\lobelia4cosmetics\26610.jpg,none,0.0,other
lobelia4cosmetics,26611,data\raw\images\lobelia4cosmetics\26611.jpg,bottle,0.8619,product_display
lobelia4cosmetics,26612,data\raw\images\lobelia4cosmetics\26612.jpg,book,0.2932,product_display
lobelia4cosmetics,26612,data\raw\images\lobelia4cosmetics\26612.jpg,bottle,0.2824,product_display
lobelia4cosmetics,26612,data\raw\images\lobelia4cosmetics\26612.jpg,refrigerator,0.2755,product_display
lobelia4cosmetics,26612,data\raw\images\lobelia4cosmetics\26612.jpg,bottle,0.2694,product_display
lobelia4cosmetics,26613,data\raw\images\lobelia4cosmetics\26613.jpg,book,0.286,product_display
lobelia4cosmetics,26613,data\raw\images\lobelia4cosmetics\26613.jpg,cup,0.2675,product_display
lobelia4cosmetics,26614,data\raw\images\lobelia4cosmetics\26614.jpg,cup,0.4486,product_display
lobelia4cosmetics,26614,data\raw\images\lobelia4cosmetics\26614.jpg,bottle,0.2869,product_display
lobelia4cosmetics,26615,data\raw\images\lobelia4cosmetics\26615.jpg,bottle,0.3435,product_display
lobelia4cosmetics,26615,data\raw\images\lobelia4cosmetics\26615.jpg,bottle,0.3334,product_display
lobelia4cosmetics,26615,data\raw\images\lobelia4cosmetics\26615.jpg,bottle,0.3124,product_display
lobelia4cosmetics,26615,data\raw\images\lobelia4cosmetics\26615.jpg,bottle,0.3123,product_display
lobelia4cosmetics,26615,data\raw\images\lobelia4cosmetics\26615.jpg,orange,0.28,product_display
lobelia4cosmetics,26616,data\raw\images\lobelia4cosmetics\26616.jpg,bottle,0.3353,product_display
lobelia4cosmetics,26616,data\raw\images\lobelia4cosmetics\26616.jpg,bottle,0.296,product_display
lobelia4cosmetics,26617,data\raw\images\lobelia4cosmetics\26617.jpg,refrigerator,0.5083,product_display
lobelia4cosmetics,26617,data\raw\images\lobelia4cosmetics\26617.jpg,bottle,0.4445,product_display
lobelia4cosmetics,26617,data\raw\images\lobelia4cosmetics\26617.jpg,bottle,0.3976,product_display
lobelia4cosmetics,26617,data\raw\images\lobelia4cosmetics\26617.jpg,dining table,0.2988,product_display
lobelia4cosmetics,26617,data\raw\images\lobelia4cosmetics\26617.jpg,bottle,0.2925,product_display
lobelia4cosmetics,26617,data\raw\images\lobelia4cosmetics\26617.jpg,bottle,0.2799,product_display
lobelia4cosmetics,26617,data\raw\images\lobelia4cosmetics\26617.jpg,bottle,0.275,product_display
lobelia4cosmetics,26617,data\raw\images\lobelia4cosmetics\26617.jpg,bottle,0.2587,product_display
lobelia4cosmetics,26618,data\raw\images\lobelia4cosmetics\26618.jpg,bottle,0.4823,product_display
lobelia4cosmetics,26618,data\raw\images\lobelia4cosmetics\26618.jpg,bottle,0.4725,product_display
lobelia4cosmetics,26618,data\raw\images\lobelia4cosmetics\26618.jpg,bottle,0.4318,product_display
lobelia4cosmetics,26618,data\raw\images\lobelia4cosmetics\26618.jpg,bottle,0.2713,product_display
lobelia4cosmetics,26619,data\raw\images\lobelia4cosmetics\26619.jpg,bottle,0.5669,product_display
lobelia4cosmetics,26619,data\raw\images\lobelia4cosmetics\26619.jpg,bottle,0.3779,product_display
lobelia4cosmetics,26619,data\raw\images\lobelia4cosmetics\26619.jpg,bottle,0.2699,product_display
lobelia4cosmetics,26619,data\raw\images\lobelia4cosmetics\26619.jpg,bottle,0.264,product_display
lobelia4cosmetics,26619,data\raw\images\lobelia4cosmetics\26619.jpg,bottle,0.2567,product_display
lobelia4cosmetics,26620,data\raw\images\lobelia4cosmetics\26620.jpg,bottle,0.4369,product_display
lobelia4cosmetics,26621,data\raw\images\lobelia4cosmetics\26621.jpg,bottle,0.5032,product_display
lobelia4cosmetics,26621,data\raw\images\lobelia4cosmetics\26621.jpg,bottle,0.3454,product_display
lobelia4cosmetics,26621,data\raw\images\lobelia4cosmetics\26621.jpg,bottle,0.3195,product_display
lobelia4cosmetics,26622,data\raw\images\lobelia4cosmetics\26622.jpg,bottle,0.5096,product_display
lobelia4cosmetics,26622,data\raw\images\lobelia4cosmetics\26622.jpg,bottle,0.3521,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.6109,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.3556,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.3351,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.3287,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.2877,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.2858,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.2802,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.2686,product_display
lobelia4cosmetics,26623,data\raw\images\lobelia4cosmetics\26623.jpg,bottle,0.2675,product_display
lobelia4cosmetics,26624,data\raw\images\lobelia4cosmetics\26624.jpg,bottle,0.3789,product_display
lobelia4cosmetics,26624,data\raw\images\lobelia4cosmetics\26624.jpg,cake,0.2855,product_display
lobelia4cosmetics,26625,data\raw\images\lobelia4cosmetics\26625.jpg,none,0.0,other
lobelia4cosmetics,26626,data\raw\images\lobelia4cosmetics\26626.jpg,none,0.0,other
lobelia4cosmetics,26627,data\raw\images\lobelia4cosmetics\26627.jpg,none,0.0,other
lobelia4cosmetics,26628,data\raw\images\lobelia4cosmetics\26628.jpg,none,0.0,other
lobelia4cosmetics,26629,data\raw\images\lobelia4cosmetics\26629.jpg,cup,0.7179,product_display
lobelia4cosmetics,26629,data\raw\images\lobelia4cosmetics\26629.jpg,cup,0.3851,product_display
lobelia4cosmetics,26629,data\raw\images\lobelia4cosmetics\26629.jpg,book,0.294,product_display
lobelia4cosmetics,26630,data\raw\images\lobelia4cosmetics\26630.jpg,none,0.0,other
lobelia4cosmetics,26631,data\raw\images\lobelia4cosmetics\26631.jpg,none,0.0,other
lobelia4cosmetics,26632,data\raw\images\lobelia4cosmetics\26632.jpg,book,0.2522,product_display
lobelia4cosmetics,26633,data\raw\images\lobelia4cosmetics\26633.jpg,fork,0.8578,product_display
lobelia4cosmetics,26633,data\raw\images\lobelia4cosmetics\26633.jpg,cup,0.4949,product_display
lobelia4cosmetics,26633,data\raw\images\lobelia4cosmetics\26633.jpg,knife,0.444,product_display
lobelia4cosmetics,26634,data\raw\images\lobelia4cosmetics\26634.jpg,none,0.0,other
lobelia4cosmetics,26635,data\raw\images\lobelia4cosmetics\26635.jpg,none,0.0,other
lobelia4cosmetics,26636,data\raw\images\lobelia4cosmetics\26636.jpg,sports ball,0.368,other
lobelia4cosmetics,26636,data\raw\images\lobelia4cosmetics\26636.jpg,sports ball,0.2993,other
lobelia4cosmetics,26637,data\raw\images\lobelia4cosmetics\26637.jpg,bottle,0.4263,product_display
lobelia4cosmetics,26638,data\raw\images\lobelia4cosmetics\26638.jpg,none,0.0,other
lobelia4cosmetics,26639,data\raw\images\lobelia4cosmetics\26639.jpg,none,0.0,other
lobelia4cosmetics,26640,data\raw\images\lobelia4cosmetics\26640.jpg,bottle,0.2725,product_display
lobelia4cosmetics,26641,data\raw\images\lobelia4cosmetics\26641.jpg,none,0.0,other
lobelia4cosmetics,26642,data\raw\images\lobelia4cosmetics\26642.jpg,person,0.6776,lifestyle
lobelia4cosmetics,26642,data\raw\images\lobelia4cosmetics\26642.jpg,stop sign,0.2888,lifestyle
lobelia4cosmetics,26643,data\raw\images\lobelia4cosmetics\26643.jpg,none,0.0,other
lobelia4cosmetics,26644,data\raw\images\lobelia4cosmetics\26644.jpg,bottle,0.7959,product_display
lobelia4cosmetics,26644,data\raw\images\lobelia4cosmetics\26644.jpg,bottle,0.2832,product_display
lobelia4cosmetics,26645,data\raw\images\lobelia4cosmetics\26645.jpg,bottle,0.7738,product_display
lobelia4cosmetics,26645,data\raw\images\lobelia4cosmetics\26645.jpg,bottle,0.266,product_display
lobelia4cosmetics,26646,data\raw\images\lobelia4cosmetics\26646.jpg,orange,0.4805,other
lobelia4cosmetics,26647,data\raw\images\lobelia4cosmetics\26647.jpg,book,0.276,product_display
lobelia4cosmetics,26648,data\raw\images\lobelia4cosmetics\26648.jpg,none,0.0,other
lobelia4cosmetics,26649,data\raw\images\lobelia4cosmetics\26649.jpg,none,0.0,other
lobelia4cosmetics,26650,data\raw\images\lobelia4cosmetics\26650.jpg,none,0.0,other
lobelia4cosmetics,26651,data\raw\images\lobelia4cosmetics\26651.jpg,cup,0.354,product_display
lobelia4cosmetics,26652,data\raw\images\lobelia4cosmetics\26652.jpg,none,0.0,other
lobelia4cosmetics,26653,data\raw\images\lobelia4cosmetics\26653.jpg,bottle,0.4823,product_display
lobelia4cosmetics,26653,data\raw\images\lobelia4cosmetics\26653.jpg,bottle,0.4725,product_display
lobelia4cosmetics,26653,data\raw\images\lobelia4cosmetics\26653.jpg,bottle,0.4318,product_display
lobelia4cosmetics,26653,data\raw\images\lobelia4cosmetics\26653.jpg,bottle,0.2713,product_display
lobelia4cosmetics,26654,data\raw\images\lobelia4cosmetics\26654.jpg,bottle,0.5669,product_display
lobelia4cosmetics,26654,data\raw\images\lobelia4cosmetics\26654.jpg,bottle,0.3779,product_display
lobelia4cosmetics,26654,data\raw\images\lobelia4cosmetics\26654.jpg,bottle,0.2699,product_display
lobelia4cosmetics,26654,data\raw\images\lobelia4cosmetics\26654.jpg,bottle,0.264,product_display
lobelia4cosmetics,26654,data\raw\images\lobelia4cosmetics\26654.jpg,bottle,0.2567,product_display
lobelia4cosmetics,26655,data\raw\images\lobelia4cosmetics\26655.jpg,book,0.2522,product_display
lobelia4cosmetics,26656,data\raw\images\lobelia4cosmetics\26656.jpg,cell phone,0.4422,other
lobelia4cosmetics,26656,data\raw\images\lobelia4cosmetics\26656.jpg,donut,0.4114,other
lobelia4cosmetics,26657,data\raw\images\lobelia4cosmetics\26657.jpg,none,0.0,other
lobelia4cosmetics,26658,data\raw\images\lobelia4cosmetics\26658.jpg,bottle,0.4263,product_display
lobelia4cosmetics,26659,data\raw\images\lobelia4cosmetics\26659.jpg,none,0.0,other
lobelia4cosmetics,26660,data\raw\images\lobelia4cosmetics\26660.jpg,none,0.0,other
lobelia4cosmetics,26661,data\raw\images\lobelia4cosmetics\26661.jpg,bottle,0.2725,product_display
lobelia4cosmetics,26662,data\raw\images\lobelia4cosmetics\26662.jpg,cell phone,0.3196,other
lobelia4cosmetics,26663,data\raw\images\lobelia4cosmetics\26663.jpg,person,0.6776,lifestyle
lobelia4cosmetics,26663,data\raw\images\lobelia4cosmetics\26663.jpg,stop sign,0.2888,lifestyle
lobelia4cosmetics,26664,data\raw\images\lobelia4cosmetics\26664.jpg,none,0.0,other
lobelia4cosmetics,26665,data\raw\images\lobelia4cosmetics\26665.jpg,person,0.6776,lifestyle
lobelia4cosmetics,26665,data\raw\images\lobelia4cosmetics\26665.jpg,stop sign,0.2888,lifestyle
lobelia4cosmetics,26666,data\raw\images\lobelia4cosmetics\26666.jpg,none,0.0,other
lobelia4cosmetics,26667,data\raw\images\lobelia4cosmetics\26667.jpg,none,0.0,other
lobelia4cosmetics,26668,data\raw\images\lobelia4cosmetics\26668.jpg,bottle,0.8619,product_display
lobelia4cosmetics,26669,data\raw\images\lobelia4cosmetics\26669.jpg,none,0.0,other
lobelia4cosmetics,26670,data\raw\images\lobelia4cosmetics\26670.jpg,none,0.0,other
lobelia4cosmetics,26671,data\raw\images\lobelia4cosmetics\26671.jpg,none,0.0,other
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.5097,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.5074,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,dining table,0.4609,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.4239,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.4207,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,cup,0.3684,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.3385,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.326,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.3152,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.3124,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.2993,product_display
lobelia4cosmetics,26672,data\raw\images\lobelia4cosmetics\26672.jpg,bottle,0.2902,product_display
lobelia4cosmetics,26673,data\raw\images\lobelia4cosmetics\26673.jpg,person,0.3117,lifestyle
lobelia4cosmetics,26674,data\raw\images\lobelia4cosmetics\26674.jpg,none,0.0,other
lobelia4cosmetics,26675,data\raw\images\lobelia4cosmetics\26675.jpg,bottle,0.3037,product_display
lobelia4cosmetics,26675,data\raw\images\lobelia4cosmetics\26675.jpg,traffic light,0.3027,product_display
lobelia4cosmetics,26676,data\raw\images\lobelia4cosmetics\26676.jpg,bottle,0.5939,product_display
lobelia4cosmetics,26677,data\raw\images\lobelia4cosmetics\26677.jpg,none,0.0,other
lobelia4cosmetics,26678,data\raw\images\lobelia4cosmetics\26678.jpg,orange,0.3178,other
lobelia4cosmetics,26678,data\raw\images\lobelia4cosmetics\26678.jpg,teddy bear,0.2711,other
lobelia4cosmetics,26679,data\raw\images\lobelia4cosmetics\26679.jpg,bottle,0.9058,product_display
lobelia4cosmetics,26680,data\raw\images\lobelia4cosmetics\26680.jpg,person,0.8004,lifestyle
lobelia4cosmetics,26681,data\raw\images\lobelia4cosmetics\26681.jpg,bottle,0.7407,product_display
lobelia4cosmetics,26682,data\raw\images\lobelia4cosmetics\26682.jpg,none,0.0,other
lobelia4cosmetics,26683,data\raw\images\lobelia4cosmetics\26683.jpg,cup,0.7179,product_display
lobelia4cosmetics,26683,data\raw\images\lobelia4cosmetics\26683.jpg,cup,0.3851,product_display
lobelia4cosmetics,26683,data\raw\images\lobelia4cosmetics\26683.jpg,book,0.294,product_display
lobelia4cosmetics,26684,data\raw\images\lobelia4cosmetics\26684.jpg,book,0.2522,product_display
lobelia4cosmetics,26685,data\raw\images\lobelia4cosmetics\26685.jpg,none,0.0,other
lobelia4cosmetics,26686,data\raw\images\lobelia4cosmetics\26686.jpg,sports ball,0.368,other
lobelia4cosmetics,26686,data\raw\images\lobelia4cosmetics\26686.jpg,sports ball,0.2993,other
lobelia4cosmetics,26687,data\raw\images\lobelia4cosmetics\26687.jpg,book,0.2522,product_display
lobelia4cosmetics,26688,data\raw\images\lobelia4cosmetics\26688.jpg,cell phone,0.4422,other
lobelia4cosmetics,26688,data\raw\images\lobelia4cosmetics\26688.jpg,donut,0.4114,other
lobelia4cosmetics,26689,data\raw\images\lobelia4cosmetics\26689.jpg,bottle,0.6768,product_display
lobelia4cosmetics,26690,data\raw\images\lobelia4cosmetics\26690.jpg,bottle,0.3789,product_display
lobelia4cosmetics,26690,data\raw\images\lobelia4cosmetics\26690.jpg,cake,0.2855,product_display
lobelia4cosmetics,26691,data\raw\images\lobelia4cosmetics\26691.jpg,none,0.0,other
lobelia4cosmetics,26692,data\raw\images\lobelia4cosmetics\26692.jpg,none,0.0,other
lobelia4cosmetics,26693,data\raw\images\lobelia4cosmetics\26693.jpg,none,0.0,other
lobelia4cosmetics,26694,data\raw\images\lobelia4cosmetics\26694.jpg,cell phone,0.3196,other
lobelia4cosmetics,26695,data\raw\images\lobelia4cosmetics\26695.jpg,person,0.6776,lifestyle
lobelia4cosmetics,26695,data\raw\images\lobelia4cosmetics\26695.jpg,stop sign,0.2888,lifestyle
lobelia4cosmetics,26696,data\raw\images\lobelia4cosmetics\26696.jpg,none,0.0,other
lobelia4cosmetics,26697,data\raw\images\lobelia4cosmetics\26697.jpg,bottle,0.3037,product_display
lobelia4cosmetics,26697,data\raw\images\lobelia4cosmetics\26697.jpg,traffic light,0.3027,product_display
lobelia4cosmetics,26698,data\raw\images\lobelia4cosmetics\26698.jpg,bottle,0.5939,product_display
lobelia4cosmetics,26699,data\raw\images\lobelia4cosmetics\26699.jpg,none,0.0,other
lobelia4cosmetics,26700,data\raw\images\lobelia4cosmetics\26700.jpg,orange,0.3178,other
lobelia4cosmetics,26700,data\raw\images\lobelia4cosmetics\26700.jpg,teddy bear,0.2711,other
lobelia4cosmetics,26701,data\raw\images\lobelia4cosmetics\26701.jpg,bottle,0.9058,product_display
lobelia4cosmetics,26702,data\raw\images\lobelia4cosmetics\26702.jpg,person,0.8004,lifestyle
lobelia4cosmetics,26703,data\raw\images\lobelia4cosmetics\26703.jpg,bottle,0.7407,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.5097,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.5074,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,dining table,0.4609,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.4239,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.4207,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,cup,0.3684,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.3385,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.326,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.3152,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.3124,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.2993,product_display
lobelia4cosmetics,26704,data\raw\images\lobelia4cosmetics\26704.jpg,bottle,0.2902,product_display
lobelia4cosmetics,26705,data\raw\images\lobelia4cosmetics\26705.jpg,person,0.3117,lifestyle
lobelia4cosmetics,26706,data\raw\images\lobelia4cosmetics\26706.jpg,none,0.0,other
lobelia4cosmetics,26707,data\raw\images\lobelia4cosmetics\26707.jpg,person,0.9189,lifestyle
lobelia4cosmetics,26708,data\raw\images\lobelia4cosmetics\26708.jpg,bottle,0.3294,product_display
lobelia4cosmetics,26709,data\raw\images\lobelia4cosmetics\26709.jpg,person,0.4393,promotional
lobelia4cosmetics,26709,data\raw\images\lobelia4cosmetics\26709.jpg,book,0.309,promotional
lobelia4cosmetics,26710,data\raw\images\lobelia4cosmetics\26710.jpg,bottle,0.6693,product_display
lobelia4cosmetics,26711,data\raw\images\lobelia4cosmetics\26711.jpg,clock,0.2708,other
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.5097,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.5074,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,dining table,0.4609,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.4239,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.4207,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,cup,0.3684,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.3385,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.326,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.3152,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.3124,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.2993,product_display
lobelia4cosmetics,26712,data\raw\images\lobelia4cosmetics\26712.jpg,bottle,0.2902,product_display
lobelia4cosmetics,26713,data\raw\images\lobelia4cosmetics\26713.jpg,person,0.3117,lifestyle
lobelia4cosmetics,26714,data\raw\images\lobelia4cosmetics\26714.jpg,person,0.7035,lifestyle
lobelia4cosmetics,26714,data\raw\images\lobelia4cosmetics\26714.jpg,person,0.6184,lifestyle
lobelia4cosmetics,26715,data\raw\images\lobelia4cosmetics\26715.jpg,none,0.0,other
lobelia4cosmetics,26716,data\raw\images\lobelia4cosmetics\26716.jpg,dining table,0.3401,other
lobelia4cosmetics,26717,data\raw\images\lobelia4cosmetics\26717.jpg,dining table,0.4378,other
lobelia4cosmetics,26718,data\raw\images\lobelia4cosmetics\26718.jpg,bottle,0.3037,product_display
lobelia4cosmetics,26718,data\raw\images\lobelia4cosmetics\26718.jpg,traffic light,0.3027,product_display
lobelia4cosmetics,26719,data\raw\images\lobelia4cosmetics\26719.jpg,person,0.8004,lifestyle
lobelia4cosmetics,26720,data\raw\images\lobelia4cosmetics\26720.jpg,orange,0.3178,other
lobelia4cosmetics,26720,data\raw\images\lobelia4cosmetics\26720.jpg,teddy bear,0.2711,other
lobelia4cosmetics,26721,data\raw\images\lobelia4cosmetics\26721.jpg,bottle,0.744,product_display
lobelia4cosmetics,26722,data\raw\images\lobelia4cosmetics\26722.jpg,bottle,0.9058,product_display
lobelia4cosmetics,26723,data\raw\images\lobelia4cosmetics\26723.jpg,bottle,0.3448,product_display
lobelia4cosmetics,26724,data\raw\images\lobelia4cosmetics\26724.jpg,orange,0.4805,other
lobelia4cosmetics,26725,data\raw\images\lobelia4cosmetics\26725.jpg,book,0.276,product_display
lobelia4cosmetics,26726,data\raw\images\lobelia4cosmetics\26726.jpg,none,0.0,other
tikvahpharma1,4,data\raw\images\tikvahpharma1\4.jpg,person,0.4685,lifestyle
